siren,siret,nom,type,naf,libelle,commune,departement,telephone,source
811599406,81159940600410,PKF ARSILON COMMISSARIAT AUX COMPTES,comptabilite,69.20Z,Activites comptables,PARIS,75,,sirene
323998690,32399869000461,ESPACE EXPANSION,immobilier,68.31Z,Agences immobilieres,PARIS,75,,sirene
789707718,78970771800019,AGRIAL MANAGEMENT,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,CAEN,14,,sirene
442971784,44297178400016,ERIC MEY DEVELOPPEMENT,immobilier,68.31Z,Agences immobilieres,ORANGE,84,,sirene
332588995,33258899500537,XPO LOGISTICS RHONE-ALPES FRANCE,logistique,49.41A,Transports routiers de fret interurbains,LYON,69,,sirene
893106245,89310624500010,E-LAIN,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LA MOTTE-SERVOLEX,73,,sirene
411018781,41101878100079,INFRANEO,conseil_gestion,71.12B,"Ingenierie, etudes techniques",PANTIN,93,,sirene
495314619,49531461900059,2 F,ecommerce_negoce,47.91B,Vente a distance sur catalogue specialise,SAINT-ALBAN-LEYSSE,73,,sirene
756200135,75620013500181,SOC INDUSTR COMMERC MATERIEL AUTOMOBILE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
489811109,48981110900268,NEXTROAD ENGINEERING,conseil_gestion,71.12B,"Ingenierie, etudes techniques",FONTAINE-LES-DIJON,21,,sirene
384326468,38432646800517,CAP INGELEC ,conseil_gestion,71.12B,"Ingenierie, etudes techniques",MERIGNAC,33,,sirene
498484690,49848469001650,SOCIETE DE GESTION ET DE TRANSMISSION D'AGENCES DE LA REGION SUD,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,LYON,69,,sirene
315228429,31522842900660,ABB SAS,conseil_gestion,70.10Z,Activites des sieges sociaux,CERGY,95,,sirene
824298814,82429881400040,LEO LAGRANGE PETITE ENFANCE EN PAYS DE GEX,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,VAULX-EN-VELIN,69,,sirene
832416242,83241624200150,CITYA DEVELOPPEMENT,immobilier,68.31Z,Agences immobilieres,TOURS,37,,sirene
329690648,32969064800160,SIVAM BY AUTOSPHERE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,SAINT-OUEN-L'AUMONE,95,,sirene
820120657,82012065700201,SELAS AJ UP,comptabilite,69.20Z,Activites comptables,LYON,69,,sirene
804448587,80444858700829,QUARDINA,conseil_gestion,71.12B,"Ingenierie, etudes techniques",VELIZY-VILLACOUBLAY,78,,sirene
404360505,40436050500063,TRANSCAT FRANCE,logistique,49.41A,Transports routiers de fret interurbains,SURESNES,92,,sirene
492955752,49295575200299,NOVAWATT,conseil_gestion,71.12B,"Ingenierie, etudes techniques",PARIS,75,,sirene
334301488,33430148800576,SOCIETE FIDUCIAIRE NATIONALE DE REVISION COMPTABLE - FIDAUDIT,comptabilite,69.20Z,Activites comptables,COURBEVOIE,92,,sirene
957503493,95750349300174,GEODIS D&E DAUPHINE,logistique,52.29A,"Messagerie, fret express",LEVALLOIS-PERRET,92,,sirene
479523045,47952304500058,MINERIS,logistique,49.41A,Transports routiers de fret interurbains,AVIGNON,84,,sirene
508729068,50872906800017,CSP DU PARC,comptabilite,69.20Z,Activites comptables,PARIS,75,,sirene
444464283,44446428300555,CREDIT AGRICOLE CENTRE EST IMMOBILIER,immobilier,68.31Z,Agences immobilieres,LYON,69,,sirene
853098754,85309875400015,AUGIZEAU TRANSPORTS EXCEPTIONNELS,logistique,49.41A,Transports routiers de fret interurbains,VEZENOBRES,30,,sirene
552052698,55205269802657,GIRAUDY,marketing_com,73.12Z,Regie publicitaire de medias,ISSY-LES-MOULINEAUX,92,,sirene
733001010,73300101000905,STEF TRANSPORT,logistique,52.29A,"Messagerie, fret express",PARIS,75,,sirene
796580926,79658092600023,GARAGE DUCHAMP,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,ANNEMASSE,74,,sirene
477913487,47791348700146,E'NERGYS,conseil_gestion,71.12B,"Ingenierie, etudes techniques",STRASBOURG,67,,sirene
399625912,39962591200171,WINSEARCH,finance_rh,78.10Z,Activites des agences de placement de main-d'oeuvre,MANOSQUE,04,,sirene
344401575,34440157500495,FUTURA FINANCES,ecommerce_negoce,46.90Z,Commerce de gros non specialise,CASSIS,13,,sirene
979520624,97952062400029,CHOPARD BBC,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,ECULLY,69,,sirene
304455298,30445529800162,AUTOMOBILES REPARATIONS NEUVES OCCASIONS,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
528698004,52869800400017,IMANY,logistique,52.29A,"Messagerie, fret express",SAINTS-GEOSMES,52,,sirene
752236513,75223651300061,TALENT BUSINESS SOLUTIONS,conseil_it,62.02A,Conseil en systemes et logiciels informatiques,ECKBOLSHEIM,67,,sirene
909835076,90983507600011,REVO IMMO,immobilier,68.31Z,Agences immobilieres,LES GARENNES SUR LOIRE,49,,sirene
439697178,43969717800697,VSB ENERGIES NOUVELLES,conseil_gestion,71.12B,"Ingenierie, etudes techniques",NIMES,30,,sirene
420112922,42011292200083,PRESTALOG,logistique,49.41A,Transports routiers de fret interurbains,THIERS,63,,sirene
493627301,49362730100184,ACORA BOURGOGNE,comptabilite,69.20Z,Activites comptables,LIMONEST,69,,sirene
789895968,78989596800038,SYNALP FINANCE,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,MERY,73,,sirene
392637500,39263750000159,COMPTA ECO GESTION AGRIC RURALE,comptabilite,69.20Z,Activites comptables,ROUFFACH,68,,sirene
348585597,34858559700100,EUROPE GARAGE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
483199576,48319957600032,GROUPE JLO,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,VILLEFRANCHE-SUR-SAONE,69,,sirene
488055393,48805539300026,OOGARDEN,ecommerce_negoce,47.91B,Vente a distance sur catalogue specialise,AMBERIEU-EN-BUGEY,01,,sirene
445278542,44527854200037,AVICAP,finance_rh,66.19B,"Autres activites auxiliaires de services financiers, hors assurance et caisses de retraite",MEYLAN,38,,sirene
491546198,49154619800111,FIDUCIAIRE PARIS RHONE ALPES,comptabilite,69.20Z,Activites comptables,CHATEAU-GAILLARD,01,,sirene
300854106,30085410600139,SORECA AUTOMOBILES,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LONS-LE-SAUNIER,39,,sirene
343277505,34327750500057,ALIQUIS CONSEIL SAS,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,ROANNE,42,,sirene
351506639,35150663900035,GARAGE DU LAC,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,ANNECY,74,,sirene
343247672,34324767200029,DISTRIBUTION AUTOMOBILE DU PAYS DE GEX,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,CESSY,01,,sirene
498596352,49859635200019,SUD-EST ASSURANCES,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,MARSEILLE,13,,sirene
453036345,45303634500107,SYNAPSE CONSTRUCTION,conseil_gestion,71.12B,"Ingenierie, etudes techniques",ECULLY,69,,sirene
820426096,82042609600021,LOCATION AUTOMOBILE RHONE-ALPES,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LIMAS,69,,sirene
606620144,60662014400190,IN EXTENSO MONT-BLANC,comptabilite,69.20Z,Activites comptables,MARNAZ,74,,sirene
443822887,44382288700016,DUCOURNAU TRANSPORTS,logistique,49.41A,Transports routiers de fret interurbains,FLASSANS-SUR-ISSOLE,83,,sirene
792170342,79217034200077,NOUVELLES ENERGIES DISTRIBUTION,ecommerce_negoce,46.90Z,Commerce de gros non specialise,CHAPONOST,69,,sirene
562000349,56200034902287,SCE CONSEIL EXPERTISES TERRITOIRES,conseil_gestion,71.12B,"Ingenierie, etudes techniques",PARIS,75,,sirene
344237011,34423701100111,CERAP,conseil_gestion,71.12B,"Ingenierie, etudes techniques",CHERBOURG-EN-COTENTIN,50,,sirene
645550187,64555018700266,TRANSPORTS PERRIER,logistique,49.41A,Transports routiers de fret interurbains,MERY,73,,sirene
318974847,31897484700119,ENDRIX LYO,comptabilite,69.20Z,Activites comptables,LYON,69,,sirene
352732515,35273251500098,NOMBLOT 1912,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,VILLEFRANCHE-SUR-SAONE,69,,sirene
536550056,53655005600496,AKIOLIS GROUP,conseil_gestion,70.10Z,Activites des sieges sociaux,LE MANS,72,,sirene
338700420,33870042000841,EBRA MEDIAS BOURGOGNE RHONE-ALPES,marketing_com,73.12Z,Regie publicitaire de medias,LYON,69,,sirene
333264810,33326481000016,OKTEO,saas_web,62.01Z,Programmation informatique,CEYZERIAT,01,,sirene
411753718,41175371800088,AUTO BERNARD FRANCHE-COMTE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
409345444,40934544400163,EURO COOP EXPRESS,logistique,49.41A,Transports routiers de fret interurbains,AVIGNON,84,,sirene
384402657,38440265700025,PROFILS ETUDES,conseil_gestion,71.12B,"Ingenierie, etudes techniques",ANNECY,74,,sirene
431868132,43186813200074,L'EXPO BELLAMY,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LONS LE SAUNIER,39,,sirene
492054838,49205483800106,ACORA AIN-JURA,comptabilite,69.20Z,Activites comptables,LIMONEST,69,,sirene
895304772,89530477200018,FONCIA DES LACS,immobilier,68.31Z,Agences immobilieres,ANNECY,74,,sirene
309256998,30925699800050,AGAURA,comptabilite,69.20Z,Activites comptables,LYON,69,,sirene
301852026,30185202600071,TRANSPORTS GUY ROBIN,logistique,49.41A,Transports routiers de fret interurbains,CHANGE,53,,sirene
333221497,33322149700014,TRANSPORTS M. MALGOGNE,logistique,49.41A,Transports routiers de fret interurbains,CHATEAUBRIANT,44,,sirene
379440670,37944067000394,XBP EUROPE AST,data_etudes,63.11Z,"Traitement de donnees, hebergement et activites connexes",NOISIEL,77,,sirene
393858543,39385854300084,CALESTOR,ecommerce_negoce,46.51Z,"Commerce de gros d'ordinateurs, d'equipements informatiques peripheriques et de logiciels",GENNEVILLIERS,92,,sirene
389392788,38939278800409,FERGUSS POTENTIEL,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,CORBAS,69,,sirene
353541501,35354150100311,RANDSTAD SOURCERIGHT,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,AIX-EN-PROVENCE,13,,sirene
435257688,43525768800067,TRANSPORTS VAN DE WALLE,logistique,49.41A,Transports routiers de fret interurbains,ISSOUDUN,36,,sirene
767200702,76720070200011,TRANSPORTS MARMETH,logistique,49.41A,Transports routiers de fret interurbains,NANTUA,01,,sirene
881259451,88125945100089,BIOSPHERES,data_etudes,72.19Z,Recherche-developpement en autres sciences physiques et naturelles,LYON,69,,sirene
305111155,30511115500084,JEAN LAIN CHEVRON,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LA MOTTE-SERVOLEX,73,,sirene
802892794,80289279400065,AUTOBERNARD CHAMPAGNE-ARDENNE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
807655956,80765595600041,CEBATEC,conseil_gestion,71.12B,"Ingenierie, etudes techniques",GENAY,69,,sirene
392987582,39298758200039,EBRA PORTAGE BOURGOGNE RHONE-ALPES,marketing_com,73.11Z,Activites des agences de publicite,DIJON,21,,sirene
457504694,45750469400243,GAN PATRIMOINE,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,LILLE,59,,sirene
470501545,47050154502108,MOBIVIA,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,VILLENEUVE-D'ASCQ,59,,sirene
404418626,40441862600085,NISSAUTO,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BOURG-EN-BRESSE,01,,sirene
338898869,33889886900486,"ECONOCOM APPS, CLOUD & DATA",saas_web,62.01Z,Programmation informatique,PUTEAUX,92,,sirene
380905281,38090528100107,ALCYON,conseil_gestion,71.12B,"Ingenierie, etudes techniques",VITROLLES,13,,sirene
831156310,83115631000011,INELYS SOCIAL,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,LYON,69,,sirene
413282815,41328281500013,APF BYMYCAR LEMAN,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,ANNEMASSE,74,,sirene
315734202,31573420200379,RECREA DEV,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,SAINT-CONTEST,14,,sirene
313469199,31346919900118,AGC DE L'AIN,comptabilite,69.20Z,Activites comptables,BOURG-EN-BRESSE,01,,sirene
342192309,34219230900017,SEGNY AUTOMOBILES,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,SEGNY,01,,sirene
328146501,32814650100056,DYLL,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,VARENNES-LE-GRAND,71,,sirene
328846787,32884678700070,LEMANICA,immobilier,68.31Z,Agences immobilieres,ANNEMASSE,74,,sirene
332332840,33233284000070,DIFFUS'AGRI SICA,ecommerce_negoce,46.90Z,Commerce de gros non specialise,SERVAS,01,,sirene
492054853,49205485300097,ACORA LYON EST - ISERE,comptabilite,69.20Z,Activites comptables,LIMONEST,69,,sirene
493774111,49377411100030,CONFLUENCE,conseil_gestion,71.12B,"Ingenierie, etudes techniques",SAINT-VULBAS,01,,sirene
353969348,35396934800021,CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES,data_etudes,72.19Z,Recherche-developpement en autres sciences physiques et naturelles,BELLIGNAT,01,,sirene
513859470,51385947000017,PREMIER MONDE,comptabilite,69.20Z,Activites comptables,VILLEURBANNE,69,,sirene
513904912,51390491200096,BRAM IMMOBILIER,immobilier,68.31Z,Agences immobilieres,LOUHANS,71,,sirene
851877068,85187706800029,THIBAUD VALETTE,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,ANNEMASSE,74,,sirene
305493173,30549317300549,FCA FRANCE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,POISSY,78,,sirene
305824476,30582447600124,CERCLE ENTREPRISE,conseil_gestion,71.12B,"Ingenierie, etudes techniques",PARAY-LE-MONIAL,71,,sirene
057502510,05750251000324,ANTINEA COURTAGE D'ASSURANCES,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,LA BOISSE,01,,sirene
796680668,79668066800038,DEGENEVE,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,GAILLARD,74,,sirene
389207077,38920707700071,ELECTROPOLI,conseil_gestion,70.10Z,Activites des sieges sociaux,ISIGNY-LE-BUAT,50,,sirene
333424554,33342455400041,SIGEM,conseil_it,62.02A,Conseil en systemes et logiciels informatiques,MARSEILLE,13,,sirene
334807831,33480783100071,GRENARD,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,BARBEREY-SAINT-SULPICE,10,,sirene
828466805,82846680500060,APOLLINE,finance_rh,66.19B,"Autres activites auxiliaires de services financiers, hors assurance et caisses de retraite",LONS-LE-SAUNIER,39,,sirene
844198978,84419897800018,SAS POLE GESTION MULTI SERVICES,conseil_gestion,70.10Z,Activites des sieges sociaux,VOUILLE,86,,sirene
519208995,51920899500034,SUMA NEW MOTION,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,LIMONEST,69,,sirene
808737548,80873754800012,CDS AUDIT ET CONSEIL,comptabilite,69.20Z,Activites comptables,VIRY,74,,sirene
528092166,52809216600024,PLUS EXPERTS,comptabilite,69.20Z,Activites comptables,REPLONGES,01,,sirene
415194448,41519444800106,CABINET BERTHIER ET ASSOCIES,immobilier,68.31Z,Agences immobilieres,LE BOURGET-DU-LAC,73,,sirene
321130767,32113076700080,IOA-OTEIS,conseil_gestion,71.12B,"Ingenierie, etudes techniques",EPAGNY METZ-TESSY,74,,sirene
405134453,40513445300167,ATHANOR,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,SAINT-QUENTIN,02,,sirene
572031870,57203187000106,SERVICES ASSURANCES AVIATION MARCHANDE,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,PARIS,75,,sirene
339702870,33970287000041,GAMES.FR,ecommerce_negoce,47.91B,Vente a distance sur catalogue specialise,FRETIN,59,,sirene
332466416,33246641600044,TRANSPORTS LCDF,logistique,49.41A,Transports routiers de fret interurbains,FAREINS,01,,sirene
331788406,33178840600097,MOD'ALP,conseil_gestion,70.10Z,Activites des sieges sociaux,THONON-LES-BAINS,74,,sirene
382290278,38229027800011,TENART TRANSPORTS EUROPE,logistique,49.41A,Transports routiers de fret interurbains,BAILLEUL-SUR-THERAIN,60,,sirene
440408888,44040888800061,THERMI FLUIDES,conseil_gestion,71.12B,"Ingenierie, etudes techniques",CULOZ-BEON,01,,sirene
435361787,43536178700052,ALTER CONSEIL,comptabilite,69.20Z,Activites comptables,ANNECY,74,,sirene
504997511,50499751100010,ERDEM AUTOS,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,OYONNAX,01,,sirene
508444437,50844443700026,REALITES ENVIRONNEMENT,conseil_gestion,71.12B,"Ingenierie, etudes techniques",TREVOUX,01,,sirene
749927109,74992710900050,NATURE BOIS CONCEPT,ecommerce_negoce,47.91A,Vente a distance sur catalogue general,TONNAY-CHARENTE,17,,sirene
430028191,43002819100020,OMEX INTERNATIONAL,ecommerce_negoce,46.19B,Autres intermediaires du commerce en produits divers,OYONNAX,01,,sirene
840454789,84045478900024,IDCOM,conseil_it,62.02A,Conseil en systemes et logiciels informatiques,RILLIEUX-LA-PAPE,69,,sirene
830490330,83049033000016,GRANIT I.C.E.,immobilier,68.31Z,Agences immobilieres,LOUHANS,71,,sirene
842670531,84267053100040,VISION EXPLORIS,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,LYON,69,,sirene
849729512,84972951200020,CHEZ NOUS,immobilier,68.31Z,Agences immobilieres,PONT-DE-VEYLE,01,,sirene
852798131,85279813100029,FAST - FIEA AGRI SERVICES TECHNOLOGIES,data_etudes,63.11Z,"Traitement de donnees, hebergement et activites connexes",PARIS,75,,sirene
779314434,77931443400019,OKTEO COOP,data_etudes,63.11Z,"Traitement de donnees, hebergement et activites connexes",CEYZERIAT,01,,sirene
389016262,38901626200153,OREM,conseil_gestion,71.12B,"Ingenierie, etudes techniques",VAULX-EN-VELIN,69,,sirene
303324487,30332448700089,BLANC EXPERTS COMPTABLES,comptabilite,69.20Z,Activites comptables,ANNEMASSE,74,,sirene
325730133,32573013300080,SOBEC,comptabilite,69.20Z,Activites comptables,BELLEVILLE-EN-BEAUJOLAIS,69,,sirene
180036147,18003614700155,LABORATOIRE FRANCAIS DU FRACTIONNEMENT ET DES BIOTECHNOLOGIES,conseil_gestion,70.10Z,Activites des sieges sociaux,PUTEAUX,92,,sirene
881945224,88194522400023,MOBIVI,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,MONTCEAU LES MINES,71,,sirene
387600422,38760042200019,TRANSPORTS BREVET SAS,logistique,49.41A,Transports routiers de fret interurbains,VILLARS-LES-DOMBES,01,,sirene
478150238,47815023800036,JOHN COCKERILL SLETI,conseil_gestion,71.12B,"Ingenierie, etudes techniques",NEYRON,01,,sirene
417795598,41779559800172,PEDRETTI,conseil_gestion,70.10Z,Activites des sieges sociaux,PARIS,75,,sirene
912784659,91278465900035,HELIANTIS RHONE-ALPES,data_etudes,72.19Z,Recherche-developpement en autres sciences physiques et naturelles,INCHY-EN-ARTOIS,62,,sirene
431780956,43178095600030,MGI,immobilier,68.31Z,Agences immobilieres,BOURG-EN-BRESSE,01,,sirene
493748297,49374829700014,AG3C,comptabilite,69.20Z,Activites comptables,BOURG-EN-BRESSE,01,,sirene
481259596,48125959600023,LOGITUD SOLUTIONS,saas_web,58.29C,Edition de logiciels applicatifs,MULHOUSE,68,,sirene
531302008,53130200800069,SBS2,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,MONTCEAU-LES-MINES,71,,sirene
498492727,49849272700025,SAVOIE FRAIS,logistique,49.41A,Transports routiers de fret interurbains,CULOZ-BEON,01,,sirene
791206568,79120656800010,ASSURANCES BRYS CANSELL,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,FERNEY-VOLTAIRE,01,,sirene
957509045,95750904500119,ORFIS,comptabilite,69.20Z,Activites comptables,VILLEURBANNE,69,,sirene
964501308,96450130800057,COGEPARC,comptabilite,69.20Z,Activites comptables,LYON,69,,sirene
383967056,38396705600136,ACORUS - ESCI,conseil_it,62.02A,Conseil en systemes et logiciels informatiques,BEZONS,95,,sirene
753351709,75335170900013,NEXEREN,conseil_it,62.02A,Conseil en systemes et logiciels informatiques,RILLIEUX-LA-PAPE,69,,sirene
419258785,41925878500015,SARL ANDRE VINCENT EXPERTS,comptabilite,69.20Z,Activites comptables,NEYRON,01,,sirene
411090830,41109083000034,PEDRETTI AUTOMOBILE,logistique,49.41A,Transports routiers de fret interurbains,LA MOTTE-SERVOLEX,73,,sirene
391352366,39135236600028,SPMG PERREARD-BESANCON-POTY-BLANC-CARLET,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,VALSERHONE,01,,sirene
489970962,48997096200010,DIRECT HABITAT,immobilier,68.31Z,Agences immobilieres,TREVOUX,01,,sirene
444884225,44488422500020,A S IMMOBILIER,immobilier,68.31Z,Agences immobilieres,VEZERONCE-CURTIN,38,,sirene
343752895,34375289500015,TEA LYON,logistique,49.41A,Transports routiers de fret interurbains,CORBAS,69,,sirene
344576681,34457668100201,BEAUTE CONCEPT HOLDING,conseil_gestion,70.10Z,Activites des sieges sociaux,MONTBONNOT-SAINT-MARTIN,38,,sirene
352746820,35274682000047,TRANSPORT LAPERRIERE - GROUPE MAZET,logistique,49.41A,Transports routiers de fret interurbains,AUBENAS,07,,sirene
884954876,88495487600014,CP SUPPORT & DEVELOPMENT,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,VILLEFRANCHE-SUR-SAONE,69,,sirene
491927786,49192778600021,LIGNON AUTOMOBILES,ecommerce_negoce,45.11Z,Commerce de voitures et de vehicules automobiles legers,ETOILE-SUR-RHONE,26,,sirene
492649876,49264987600066,BREEWEL FRANCE SAS,logistique,49.41A,Transports routiers de fret interurbains,SAINT-MARTIN-BELLE-ROCHE,71,,sirene
480971076,48097107600041,SEP BRESSE ASSURANCES ASSOCIES,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,BOURG-EN-BRESSE,01,,sirene
480035542,48003554200046,3A ASSURANCES,finance_rh,66.22Z,Activites des agents et courtiers d'assurances,CHATILLON-SUR-CHALARONNE,01,,sirene
483550745,48355074500051,N-ETUDES,conseil_gestion,71.12B,"Ingenierie, etudes techniques",SOISSONS,02,,sirene
432993780,43299378000043,SOGELINK,saas_web,63.12Z,Portails Internet,CALUIRE-ET-CUIRE,69,,sirene
433800570,43380057000122,AXALP,conseil_gestion,71.12B,"Ingenierie, etudes techniques",ANNECY,74,,sirene
413350919,41335091900044,BDO CASH MANAGEMENT,conseil_gestion,70.22Z,Conseil pour les affaires et autres conseils de gestion,BELLIGNAT,01,,sirene
439385618,43938561800038,ADB,comptabilite,69.20Z,Activites comptables,OYONNAX,01,,sirene
434940763,43494076300064,YPOK,saas_web,62.01Z,Programmation informatique,PARIS,75,,sirene
401311931,40131193100091,CABINET BALLARA SA,comptabilite,69.20Z,Activites comptables,ANNEMASSE,74,,sirene
530033414,53003341400067,DENIS GUYARD (DENIS GUYARD - BFM ASSURANCES),finance_rh,66.22Z,Activites des agents et courtiers d'assurances,MACON,71,,sirene
510246531,51024653100063,AUDIT CONSEIL IMPRESSION A.C.I.,conseil_it,62.09Z,Autres activites informatiques,ALLONZIER-LA-CAILLE,74,,sirene
499872349,49987234900208,AMBITION TELECOM & RESEAUX,conseil_gestion,71.12B,"Ingenierie, etudes techniques",REYRIEUX,01,,sirene
452983596,45298359600084,NEXAIR,conseil_gestion,71.12B,"Ingenierie, etudes techniques",GONDECOURT,59,,sirene
444372023,44437202300010,BARBERO TRANSPORTS,logistique,49.41A,Transports routiers de fret interurbains,SAINT-LAURENT-DU-VAR,06,,sirene
451414155,45141415500015,SOLUSOL,conseil_gestion,71.12B,"Ingenierie, etudes techniques",CHAMBERY,73,,sirene
